COMP_ID,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,PLATFORM,RI,MASS,CAS,PUBCHEM,KEGG,                                      Group HMDB,LST.003.pre,LST.014.pre,LST.016.pre,LST.019.pre,LST.012.pre,LST.021.pre,LST.026.pre,STS.007.pre,LST.013.pre,LST.017.pre,LST.018.pre,LST.020.pre,LST.022.pre,STS.009.pre,LST.003.post,LST.014.post,LST.016.post,LST.019.post,LST.012.post,LST.021.post,LST.026.post,STS.007.post,LST.013.post,LST.017.post,LST.018.post,LST.020.post,LST.022.post,STS.009.post
37203,"4-androsten-3beta,17beta-diol disulfate 2*",Lipid,Sterol/Steroid,LC/MS Neg,4073,224.3,,,,HMDB03818,1.227339,0.467738,1.768876,2.227593,0.892554,1.37019,0.859027,0.8963,0.455974,1.239683,1.095034,2.120921,0.90061,0.50026,1.124314,0.418684,1.844786,2.143816,0.855715,1.017986,0.840069,0.705372,0.35106,1.521589,0.982014,1.975102,0.935105,0.581519
36099,4-ethylphenylsulfate,Xenobiotics,Benzoate metabolism,LC/MS Neg,3570,201.1,,,C13637,,0.617079,14.163363,0.685237,0.479075,0.479075,1.208097,10.120574,0.479075,0.479075,0.479075,0.905294,2.448286,0.479075,0.77628,0.479075,12.398621,0.479075,0.479075,0.479075,1.433899,11.290034,0.479075,0.479075,0.479075,0.543585,2.387202,0.794433,1
35527,4-hydroxyhippurate,Xenobiotics,Benzoate metabolism,LC/MS Neg,1439,194,2482-25-9;,151012,,,0.440878,2.559599,0.682752,4.332019,1.494117,0.440878,0.440878,1.008695,0.737271,0.756436,0.735004,0.901296,0.440878,0.971123,0.440878,0.440878,0.440878,2.588188,1.238662,0.440878,0.440878,1,0.791325,0.48415,0.440878,1.011994,0.440878,0.440878
541,4-hydroxyphenylacetate,Amino acid,Phenylalanine & tyrosine metabolism,GC/MS,1630.6,179,156-38-7;,4693933,C00642,HMDB00020,0.850102,3.486455,1.421229,2.418484,1.228708,0.92575,0.647978,0.913101,1.034366,2.15577,9.749992,0.694583,0.623396,0.623396,0.623396,1.250599,0.623396,1.563271,0.623396,0.748256,0.633539,0.726298,0.718644,2.050448,9.68374,1.242159,0.860622,0.965634
1669,4-hydroxyphenylpyruvate,Amino acid,Phenylalanine & tyrosine metabolism,LC/MS Neg,1716,179.1,156-39-8;,979,C01179,HMDB00707,0.450784,0.936749,0.737517,1.795855,0.929607,1,0.928963,1.603902,1.022133,0.897427,1.112909,1.138604,0.622141,1.423135,1.22448,0.450784,0.733512,1.017334,0.592281,0.776738,0.890842,1.290004,0.961893,1.088748,0.450784,1.011121,0.993502,0.450784
22116,4-methyl-2-oxopentanoate,Amino acid,"Valine, leucine and isoleucine metabolism",LC/MS Neg,2200,129.2,816-66-0;,70,C00233,HMDB00695,0.827093,0.681298,1.383989,1.221804,1.19452,1.383001,1.346158,1.838681,0.915107,0.971433,0.983321,1.327674,1.003415,0.699185,0.826213,1.101376,1.338493,1.026021,0.755906,1.03136,0.889418,0.837165,0.849979,0.918476,0.996585,0.974699,1.221856,0.852434
36098,4-vinylphenol sulfate,Xenobiotics,Benzoate metabolism,LC/MS Neg,3323,199.1,,6426766,C05627,HMDB04072,0.15406,0.764706,1,9.402587,0.15406,0.779799,0.15406,1.421587,0.652553,1.393348,1.17352,5.615262,0.156009,1.230712,0.15406,0.469458,0.905839,6.652167,0.15406,0.73654,0.164221,1.457551,0.645849,0.935716,0.664457,10.321418,0.15406,1.174667
33968,5-dodecenoate (12:1n7),Lipid,Medium chain fatty acid,LC/MS Neg,5206,197.2,2430-94-6;,5312378,,HMDB00529,2.376277,0.581776,0.800637,0.788553,1.527364,1.141006,1.025018,0.834971,1.778876,0.501914,0.939152,0.614672,1.789014,0.625356,0.849676,1.284899,1.854904,1.167767,1.056548,1.201688,1.71388,0.594583,1.643374,1.702002,0.974982,0.672319,0.418162,1.721845
1494,5-oxoproline,Amino acid,Glutathione metabolism,LC/MS Neg,744,128.2,98-79-3;,7405,C01879,HMDB00267,0.77549,0.873483,1.144202,0.909694,0.943399,1.226853,0.911114,1.429261,1.003688,0.953714,0.873626,1.477741,0.766755,1.020279,0.665159,0.922296,1.219835,0.891599,0.999266,1.051017,0.84926,1.015345,0.886015,1.005692,1.048834,1.22897,1.217197,1.145947
37190,"5alpha-androstan-3beta,17beta-diol disulfate",Lipid,Sterol/Steroid,LC/MS Neg,3872,225.2,,,,HMDB00493,1.525791,0.447586,2.985423,1.792564,0.230477,1.396359,0.517512,3.344469,0.345647,1.03708,0.527914,2.624705,0.50708,0.230477,1.740805,0.246035,3.570253,1.450115,0.295037,1,0.696253,3.121452,0.394284,0.940409,0.467903,2.590262,0.553484,0.41216
37198,"5alpha-pregnan-3beta,20alpha-diol disulfate",Lipid,Sterol/Steroid,LC/MS Neg,3962,239.3,,,,,3.112006,1.155674,1.249461,6.839698,0.82836,0.696918,0.696918,0.953035,1,1.930464,0.873793,0.911364,0.696918,2.115463,2.796713,0.777587,0.804134,7.134202,0.951895,0.696918,0.696918,0.696918,1.094981,2.107307,0.811879,1.231605,0.70735,2.190574
36776,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),Lipid,Sterol/Steroid,LC/MS Neg,5268,429.4,115538-85-7;,3081085,C17337,HMDB12458,0.654854,0.624669,0.88168,1.200779,1.060956,1.169922,1.175507,1.127826,0.75016,0.774366,0.462323,0.64443,1.136673,0.559142,0.749725,0.495813,0.858173,1.543954,1.355599,1.625324,1.510397,1.528391,1.055502,1.117197,0.503882,0.817618,1.633039,1.035381
34390,7-methylxanthine,Xenobiotics,Xanthine metabolism,LC/MS Pos,1778,167.1,552-62-5;,68374,C16353,HMDB01991,1.966834,1,0.899527,0.276655,0.276655,0.276655,1.176379,7.607982,0.276655,0.816927,1.098357,1.36139,0.276655,1.550819,1.400195,0.82744,0.495262,0.276655,0.276655,0.276655,0.378377,5.533336,0.653575,0.805821,0.281804,1.482811,0.276655,1.40241
32198,acetylcarnitine,Lipid,Carnitine metabolism,LC/MS Pos,1203,204.2,5080-50-2;,7045767,C02571,HMDB00201,0.630968,0.89236,0.764453,1.203607,1.197378,1.433382,0.92665,1.000679,0.951065,0.825296,0.782148,0.98217,1.452074,1.024558,0.869232,1.277153,1.307457,2.058805,0.996094,1.149702,0.999321,0.782291,0.753676,1.18228,0.986435,1.084558,0.85172,1.091606
15488,acetylphosphate,Energy,Oxidative phosphorylation,GC/MS,1263,211,94249-01-1;,186,C00227,HMDB01494,1.004938,0.894456,0.997592,1.051428,1.051907,1.100566,1.047579,0.460419,0.762989,0.990173,0.96668,0.623556,0.730697,1.095244,1.09036,0.891546,0.794337,0.785334,1.013991,1.136998,1.002408,1.06922,1.110973,1.026325,0.841394,0.697429,0.930279,1.698871
32980,adrenate (22:4n6),Lipid,Long chain fatty acid,LC/MS Neg,5684,331.3,2091-25-0;,5282844,C16527,HMDB02226,1.090479,1.047352,0.580491,0.785398,1.516554,1.194337,1.209959,1.419017,1.752294,0.897079,0.429067,0.563273,0.88907,0.832372,0.814721,0.960141,1.855257,1.837691,0.862254,1.502869,2.278504,0.88678,1.039859,1.369856,1.227618,0.388854,0.700341,1.335838
33084,ADSGEGDFXAEGGGVR*,Peptide,Fibrinogen cleavage peptide,LC/MS Pos,3239,769,,16133137,,,0.167597,0.167597,0.167597,0.167597,0.167597,0.167597,6.680794,0.167597,0.167597,0.167597,0.167597,0.167597,0.167597,0.167597,0.167597,0.167597,0.167597,0.167597,0.167597,0.167597,1.500213,0.167597,0.499787,0.167597,0.167597,0.167597,0.167597,0.167597
32339,alanine,Amino acid,Alanine and aspartate metabolism,GC/MS,1487.9,232.1,56-41-7;,59507311724,C00041,HMDB00161,0.798092,1.01444,1.002151,1.253529,1.146878,0.93907,1.275339,0.996338,0.938902,1.038512,1.221043,1.342326,0.55188,1.211154,0.814548,0.682772,0.746885,0.924948,1.129478,0.807215,0.965614,0.997849,0.992107,0.645907,0.482302,1.212945,1.348274,1.212024
1107,allantoin,Nucleotide,"Purine metabolism, urate metabolism",GC/MS,1809.8,518.3,97-59-6;,204,C02350,HMDB00462,0.339513,1.77582,1.414404,1.812551,0.445866,0.845144,0.762763,1.83553,0.955492,0.556288,0.815472,2.353461,1.38318,1.258125,1.063212,0.508247,0.664202,1.664033,0.339513,0.967252,1.621813,2.326195,1.489909,0.912245,1.11349,1.320915,0.958669,1
22132,alpha-hydroxyisocaproate,Amino acid,"Valine, leucine and isoleucine metabolism",GC/MS,1274,102.8,10303-64-7;,83697,C03264,HMDB00746,0.942199,0.627931,1.141863,1.314555,0.627931,0.852399,1.092588,1.264926,0.627931,0.627931,1.031732,1.083192,0.627931,1.040411,0.627931,0.627931,0.933304,0.627931,0.627931,0.627931,0.627931,0.732339,0.627931,0.853752,0.627931,0.627931,0.822963,0.968268
33937,alpha-hydroxyisovalerate,Amino acid,"Valine, leucine and isoleucine metabolism",GC/MS,1208,145.1,600-37-3;,99823,,HMDB00407,1.152546,0.885614,1.869309,0.741075,0.980392,1.419952,1.885528,0.773658,1.471186,1.032774,0.987141,1.100744,1.102026,0.900231,1.07854,0.792474,1.775326,0.652059,0.987182,1.383988,1.968102,0.585532,1.261613,1.012818,0.833304,0.972922,1.267143,0.734326
4968,alpha-ketobutyrate,Amino acid,"Cysteine, methionine, SAM, taurine metabolism",LC/MS Neg,967,101.1,600-18-0;,3593277,C00109,HMDB00005,0.478083,0.478083,0.494598,2.424113,1.189358,0.519107,1.975555,0.478083,0.478083,0.967285,0.899455,0.478083,1.19276,0.546545,1.310941,1.133327,0.478083,0.478083,1.907648,0.478083,1.236327,0.653431,0.478083,0.861937,2.03328,0.834605,0.697741,0.478083
33453,alpha-ketoglutarate,Energy,Krebs cycle,GC/MS,1779,419.1,305-72-6;328-50-7;22202-68-2;,51,C00026,HMDB00208,1.000304,0.887709,0.499364,1.452787,1.328523,1.34511,1.20172,1.254909,1.09819,0.999696,0.706529,0.774744,1.092024,1.451783,0.733407,0.865621,1.617208,1.60885,2.152015,0.799269,0.906981,0.732777,0.940046,0.741434,0.990039,1.63573,1.167381,1.172131
1561,alpha-tocopherol,Cofactors and vitamins,Tocopherol metabolism,GC/MS,2305.4,502.5,59-02-9;10191-41-0;,14985,C02477,HMDB01893,1.00594,0.853537,0.771316,1.228428,0.919334,1.321373,1.054782,0.929506,1.009811,0.906498,0.793037,1.044165,1.027782,1.098214,0.891516,0.935657,1.120711,1.171888,0.97859,1.367064,1.168821,0.890426,0.979585,0.99406,0.88441,1.0266,1.007957,1.497609
32827,andro steroid monosulfate 1*,Lipid,Sterol/Steroid,LC/MS Neg,3925,385.2,,,C04555,HMDB02759,1.139923,0.247117,1.548291,1.027133,0.541884,0.631434,0.353063,0.484663,0.247117,1.388554,1.303827,1.376271,0.680257,0.247117,0.972867,0.247117,1.589307,1.122988,0.478496,0.674247,0.316149,0.582624,0.247117,1.375349,1.182499,1.321541,0.685476,0.360464
32792,andro steroid monosulfate 2*,Lipid,Sterol/Steroid,LC/MS Neg,4240,383.2,,,C04555,HMDB02759,2.206355,0.366757,3.514744,1.886184,1.002587,0.774402,0.495154,0.950657,0.443766,2.450482,2.574135,2.019391,0.659172,0.364267,2.032471,0.358718,3.527538,1.829949,0.997413,0.819764,0.557542,0.859846,0.403676,2.397972,2.387811,1.934068,0.726381,0.499299
31591,androsterone sulfate,Lipid,Sterol/Steroid,LC/MS Neg,5011,369.2,2479-86-9 ;,,C00523,HMDB02759,1.02671,0.541372,1.823001,3.56968,0.772307,1.073641,0.300571,2.105248,0.436241,0.922807,0.272928,2.986565,1.593816,0.347122,1.065756,0.474264,2.050466,3.067396,0.735964,0.97329,0.324901,1.745872,0.411159,0.947361,0.262626,2.769303,1.448598,0.347554
575,arabinose,Carbohydrate,"Nucleotide sugars, pentose metabolism",GC/MS,1631.6,217,28697-53-2;,66308,C00181,HMDB00646,0.767162,1.587344,0.701535,2.176351,0.85478,0.676172,1.277345,0.752412,0.774467,0.344481,1.161281,0.659634,0.344481,1.214056,0.829993,1.111538,0.630318,1.78527,0.988339,0.794578,1.051198,1.872336,1.133469,0.344481,0.344481,0.762818,1,1.623169
1110,arachidonate (20:4n6),Lipid,Long chain fatty acid,LC/MS Neg,5525,303.4,506-32-1;,444899,C00219,HMDB01043,0.972577,0.588691,0.859001,1.104935,1.22179,1.044879,0.966759,1.120361,1.652922,0.730484,0.910795,0.771701,0.928663,1.230236,0.915,1.010535,1.458655,1.539756,0.822375,1.043828,1.4489,0.839992,0.989465,1.282406,1.05008,0.824676,0.740652,1.188439
1638,arginine,Amino acid,"Urea cycle; arginine-, proline-, metabolism",LC/MS Neg,728,173.2,1119-34-2;,5246487232,C00062,HMDB00517,1.019091,1.254181,0.732839,0.818339,0.852949,0.336186,0.969031,1.829066,0.867293,1.147605,1.264589,1.449567,0.447361,1.427665,1.109645,1.029642,0.528546,0.833572,1.083855,0.512666,0.763305,1.124442,1.061857,0.909851,0.929411,1.095166,0.701252,1.26001
34283,asparagine,Amino acid,Alanine and aspartate metabolism,GC/MS,1854,232.2,70-47-3;,62676992089,C00152,HMDB00168,1.089909,0.940983,0.829412,1.028732,1.018985,0.815223,0.878921,1.432957,1.232754,1.079848,0.965203,1.717886,0.554453,1.037374,0.817751,0.671383,1.070073,1,1.205444,0.610639,0.858871,0.791196,0.948613,0.734315,0.669786,1.386652,1.058594,1.157619
35834,aspartate,Amino acid,Alanine and aspartate metabolism,GC/MS,1763.1,348.2,56-84-8;,5960,C00049,HMDB00191,0.677934,0.874977,1.054521,1.295494,0.981076,0.890431,1.255954,1.331916,0.947703,0.933326,1.167562,1.162695,0.593888,1.018924,0.979955,0.649967,0.890872,1.248958,1.204688,0.676196,1.137306,1.446137,0.853848,0.797484,1.231733,0.956991,0.841772,1.098474
18362,azelate (nonanedioate),Lipid,"Fatty acid, dicarboxylate",LC/MS Neg,1322,187.2,123-99-9;,2266,C08261,HMDB00784,0.950823,0.994341,2.767272,1.128595,0.876782,0.894545,1.083152,1.102378,1.060654,0.907577,1.1208,0.862102,1.039979,0.945418,0.882305,1.201855,0.900788,1.216373,1.007758,1.020339,0.876428,1.003213,0.909105,0.868834,1.782916,0.996787,1.197605,1.045082
15778,benzoate,Xenobiotics,Benzoate metabolism,GC/MS,1291.5,179,65-85-0;,243,C00180,HMDB01870,0.679564,1.012889,0.901549,0.903568,1.064687,0.995197,0.903187,1.066964,1.249377,0.95148,0.970565,1.069955,1.311151,0.897856,1.030772,0.815898,0.881064,0.85455,0.875414,1.020778,1.673211,0.9518,1.254203,1.126681,1.264752,1.004803,1.037905,1.033416
35838,beta-alanine,Amino acid,Alanine and aspartate metabolism,GC/MS,1582.3,334.1,56-41-7;107-95-9;,2394755801,C00099,HMDB00056,1.110286,0.398619,1.083112,1.157939,1.27099,0.996919,0.665162,0.743768,0.617061,0.888043,0.591485,0.867932,0.286177,1.05743,2.975143,0.328673,1.158783,1.295787,1.203588,0.753267,0.594056,0.713051,0.688173,0.468325,1.634769,1.003081,1.305952,2.017039
12129,beta-hydroxyisovalerate,Amino acid,"Valine, leucine and isoleucine metabolism",LC/MS Neg,1043,117.1,625-08-1;,69362,,HMDB00754,1.345284,1.025858,2.495746,1.214059,0.668088,1.364307,1.182736,0.781808,0.802987,0.788784,1.490066,0.978332,1.115165,1.024684,0.871422,1.351947,1.655027,0.624713,0.514335,1.897936,0.55117,1.021668,1.09153,0.551661,0.886574,0.625731,0.635716,1.216381
15686,beta-hydroxypyruvate,Amino acid,"Glycine, serine and threonine metabolism",GC/MS,1425.1,221,3369-79-7;,964,C00168,HMDB01352,0.555476,0.555476,1.691633,1.063948,0.555476,0.555476,0.555476,0.555476,0.555476,1.099111,0.555476,0.555476,0.957184,0.555476,1.256215,0.867931,0.90346,0.897466,1,0.555476,0.555476,1.095467,0.555476,0.834983,0.951362,0.555476,1.688552,0.600157
35702,beta-tocopherol,Cofactors and vitamins,Tocopherol metabolism,GC/MS,2260,488.3,,6857447,C14152,HMDB06335,0.358587,1.388927,0.780946,0.358587,0.358587,1.523109,0.729049,0.972813,0.483401,1.044006,0.358587,1.066985,0.358587,0.805862,0.741369,1.027187,1.279016,1.667536,0.859272,1.632734,0.358587,1.445614,0.810212,0.358587,0.767799,1.307277,0.823453,1.468355
3141,betaine,Amino acid,"Glycine, serine and threonine metabolism",LC/MS Pos,721,118.2,107-43-7;,247,C00719,HMDB00043,0.673823,0.976839,2.106667,1.481552,0.884673,1.436606,0.619536,2.562855,0.803247,0.738008,0.828483,1.304196,0.942071,1.565,0.795819,0.805351,1.918604,1.42127,0.968738,1.454416,0.835928,2.400454,0.89311,0.736893,0.855121,1.393125,1.023161,1.469688
32586,"bilirubin (E,E)*",Cofactors and vitamins,Hemoglobin and porphyrin metabolism,LC/MS Pos,4625,585.2,,5315454,,,0.986717,0.843631,0.969662,0.50333,1.034236,2.213721,0.208187,0.526366,2.973161,0.310732,0.715525,1.601729,2.813171,0.617887,1.051105,0.851374,2.382045,0.934757,0.967204,1.365514,0.48487,1.21303,2.382911,0.665389,1.337861,0.696559,1.013283,1.332951
27716,"bilirubin (Z,Z)",Cofactors and vitamins,Hemoglobin and porphyrin metabolism,LC/MS Neg,4812,583.2,635-65-4;,5280352,C00486,HMDB00054,0.458967,0.826249,1.120669,0.331004,0.382509,3.385407,0.226264,0.178317,1,0.462246,0.178317,3.012767,2.294192,1.73718,0.890852,1.018567,0.178317,0.56448,0.749941,2.104449,0.178317,2.308128,2.762053,0.592951,0.607506,2.329787,1.382334,0.993149
2137,biliverdin,Cofactors and vitamins,Hemoglobin and porphyrin metabolism,LC/MS Neg,4671,581.2,55482-27-4;55482-27-4 ;,,C00500,HMDB01008,0.818003,0.788616,1.015074,0.781648,1.210334,1.589249,0.585538,1.885304,2.444937,0.58407,1.086001,1.576572,1.157155,1.113851,0.882979,0.866848,1.764718,0.984926,0.936254,1.279704,0.703463,0.877216,1.382199,0.612548,1.159252,1.312592,0.650794,1.543301
22154,bradykinin,Peptide,Polypeptide,LC/MS Pos,2990,531,58-82-2;,439201,C00306,HMDB04246,7.335207,0.194239,0.640642,0.194239,0.655894,0.194239,34.640305,0.194239,1.827619,0.196267,0.824615,0.194239,0.194239,0.194239,3.224085,0.194239,0.51366,0.194239,0.29857,0.194239,25.877907,0.194239,12.618359,2.556823,1,0.194239,0.194239,0.194239
34420,"bradykinin, des-arg(9)",Peptide,Polypeptide,LC/MS Pos,3516,453,15958-92-6;,105044,C00306,HMDB04246,1.334574,0.348623,0.348623,0.348623,0.348623,0.348623,18.326376,0.348623,0.348623,0.348623,0.348623,0.348623,0.348623,0.348623,0.665426,0.348623,0.348623,0.348623,0.348623,0.348623,21.30113,0.348623,2.937137,0.497289,0.348623,0.348623,0.348623,0.348623
33962,"bradykinin, hydroxy-pro(3)",Peptide,Polypeptide,LC/MS Pos,2850,539.1,37642-65-2 ;,169947,,HMDB11728,4.809127,0.411212,0.968792,0.411212,0.688071,0.411212,3.98955,0.525945,3.454761,1,0.822474,0.411212,0.411212,0.411212,1.872237,0.411212,0.490343,0.411212,0.421977,0.411212,2.623647,0.411212,9.49174,9.685625,1.064812,0.411212,0.411212,0.411212
32412,butyrylcarnitine,Lipid,Fatty acid metabolism (also BCAA metabolism),LC/MS Pos,2007,232.2,25576-40-3;,213145,C02862,HMDB02013,0.62407,0.611305,1.291399,1.30953,2.867917,1.106442,2.274495,0.545345,0.730608,0.579201,0.893558,0.667278,1.701425,1.498282,0.729354,0.62983,1.130787,1.490654,1.854831,0.766989,2.248304,0.730301,0.570684,0.729738,0.569574,0.587744,1.338871,1.395457
32675,C-glycosyltryptophan*,Amino acid,Tryptophan metabolism,LC/MS Pos,1912,367.1,,,,,1.07209,0.738071,0.616524,1.270282,1.000567,1.02407,1.071971,1.125918,1.161413,0.949377,0.921224,1.115687,0.873504,1.019853,1.092766,0.82817,0.608443,1.158498,0.985484,0.894663,0.999433,1.239047,0.900237,0.935122,0.918351,0.979918,0.845312,1.177064
569,caffeine,Xenobiotics,Xanthine metabolism,LC/MS Pos,2820,195.1,58-08-2;,2519,C07481,HMDB01847,1.274367,3.78352,3.034309,0.234399,0.248727,0.220449,0.634877,0.625625,0.454654,3.859127,9.931062,0.224489,0.215548,3.174637,1.662889,3.484972,1.777628,0.264505,0.169827,0.169827,0.500961,0.462961,0.725633,3.030572,9.331516,0.218814,0.169827,2.661208
1642,caprate (10:0),Lipid,Medium chain fatty acid,LC/MS Neg,5092,171.2,112-37-8;,2969,C01571,HMDB00511,1.011888,1.001191,0.80351,0.948052,0.929989,0.87371,0.998809,1.261871,1.318012,0.842887,1.073161,1.023867,1.110849,0.772238,0.755228,1.203566,1.143949,0.86846,0.940912,1.051461,1.105121,0.947523,1.993446,1.287924,1.076932,0.841249,0.902168,1.46124
32489,caproate (6:0),Lipid,Medium chain fatty acid,LC/MS Neg,2766,115.2,142-62-1;,8892,C01585,HMDB00535,0.988355,0.906545,0.889592,1.099948,0.941897,0.721796,0.974467,1.441309,1.061685,0.834084,1.127708,0.947361,0.967754,0.779763,0.660202,1.197382,1.24165,0.75415,1.092755,1.078437,1.011645,0.985173,1.214253,1.072797,1.140984,1.180716,1.112125,1.239164
32492,caprylate (8:0),Lipid,Medium chain fatty acid,LC/MS Neg,4367,143.2,124-07-2;,379,C06423,HMDB00482,0.902933,0.992146,0.862782,0.889898,0.836596,0.810156,0.91236,1.731373,1.152387,0.917784,1.226865,1.001681,0.998319,0.919226,0.721724,1.006891,1.116916,0.763484,0.946232,1.073596,1.010493,1.091464,1.755985,1.285868,1.061025,0.855204,1.267301,1.268808
15500,carnitine,Lipid,Carnitine metabolism,LC/MS Pos,702,162.2,461-05-2;,288,C00487,HMDB00062,0.951766,1.073266,0.864561,0.959323,0.905777,1.019936,1.059722,0.896993,0.706541,1.09866,0.95683,1.249796,0.905942,0.981846,0.927506,1.022938,0.876396,0.897868,1.012206,1.114804,1.018746,0.90304,0.848212,1.053727,0.987794,1.24249,1.034379,1.08373
35320,catechol sulfate,Xenobiotics,Benzoate metabolism,LC/MS Neg,1928,188.9,,3083879,C00090,,0.853345,1.369735,1.936448,1.505376,0.529566,0.547476,0.866057,2.015457,0.790638,1.006618,2.023587,0.81419,0.690129,6.244919,0.438004,0.993382,1.803252,1.245772,0.408212,0.487754,0.542713,1.453188,0.58658,1.049771,1.271543,0.645853,0.819824,2.914906
37112,chiro-inositol,Lipid,Inositol metabolism,GC/MS,1857,318.1,643-12-9;,,,,0.134582,1.2882,2.50684,2.650233,3.780912,0.275904,1.123824,1,0.134582,1.552004,0.464894,0.577983,0.213999,0.361472,0.143276,1.218359,3.454761,4.274076,1.921822,0.134582,0.491626,4.096633,0.134582,3.47202,0.134582,0.723036,0.134582,0.267248
22842,cholate,Lipid,Bile acid metabolism,LC/MS Neg,5148,407.4,81-25-4;,,C00695,HMDB00619,0.352304,0.623077,0.352304,1.00091,0.596917,0.352304,0.352304,1.638461,2.32653,0.493423,0.352304,0.636539,1.842701,1.110811,0.352304,0.352304,0.352304,0.99909,0.352304,0.366252,0.352304,0.837195,2.202482,0.352304,0.401029,0.352304,14.29525,0.352304
63,cholesterol,Lipid,Sterol/Steroid,GC/MS,2316.9,329.3,57-88-5;,6432564,C00187,HMDB00067,1.046775,0.863414,0.959017,1.181022,1.01232,0.998444,1.135633,1.001556,1.078724,0.930046,0.955004,0.912584,0.904983,1.117663,0.952018,0.922022,1.19464,1.174341,1.045193,1.035715,1.127183,0.923925,1.038331,1.010044,0.96324,0.847485,0.910655,1.486299
15506,choline,Lipid,Glycerolipid metabolism,LC/MS Pos,674,104.2,67-48-1;,305,C00114,HMDB00097,0.730339,0.886148,1.483924,0.970902,1.056667,1.320123,1.059533,0.90269,1.04795,0.857974,0.966479,0.923565,1.415074,1.283364,0.941179,0.749839,1.063578,0.87133,0.999073,1.153875,1.451326,1.134825,0.641647,0.981231,1.000927,0.809546,1.2208,1.294957
38178,cis-4-decenoyl carnitine,Lipid,Carnitine metabolism,LC/MS Pos,4404,314.3,98930-66-6;,,,,1.445595,0.238225,0.425799,1.001182,1.544319,2.843498,0.714424,0.149751,1.334444,0.998818,0.240268,0.851864,1.039799,0.193259,1.066775,0.664736,1.082214,1.692213,1.128987,2.645714,0.983809,0.149751,0.828704,2.799106,0.829997,0.921908,0.149751,0.8889
38651,citalopram,Xenobiotics,Drug,LC/MS Pos,3771.8,325.2,21986-53-7;,2771,C07572,HMDB05038,19.484602,0.68326,0.505592,0.505592,0.505592,0.505592,22.730274,0.505592,0.505592,0.505592,52.779743,0.887595,0.78207,0.538513,18.861795,0.505592,0.510135,0.505592,1,0.715204,22.893106,0.570765,0.560697,1.405808,54.604172,0.505592,0.505592,1.02662
1564,citrate,Energy,Krebs cycle,GC/MS,1763.4,273.1,77-92-9;,311,C00158,HMDB00094,0.710856,0.982397,0.953602,1.418575,1.080818,0.8967,1.407009,1.422874,1.007354,0.992646,1.257162,1.30622,0.588026,0.987994,0.950825,0.791363,0.904622,1.398543,1.25935,0.729439,1.296868,1.468097,0.980904,0.904376,1.340796,1.0547,0.901863,0.765405
2132,citrulline,Amino acid,"Urea cycle; arginine-, proline-, metabolism",LC/MS Pos,715,176.1,372-75-8;,833,C00327,HMDB00904,0.740055,1.261349,1.038407,1.446877,0.582508,0.566286,0.466649,2.03029,1.299853,0.668893,0.780308,0.971974,1.099173,1.342258,0.693635,1.143155,0.977709,1.188936,0.622683,0.426273,0.549951,1.891601,1.698781,0.801419,0.694167,1.022291,0.735472,1.470768
1712,cortisol,Lipid,Sterol/Steroid,LC/MS Pos,4573,363.2,50-23-7;,,C00735,HMDB00063,1.854601,1.884192,1.296312,1.573405,1.746566,0.859825,1.523786,0.488056,2.541421,2.026789,0.883411,0.352642,1.074028,0.772015,0.862905,1.026606,1.274944,0.973394,0.65646,0.499468,0.968592,0.448766,1.264564,1.6725,1.16178,0.531278,1.321681,0.518558
1769,cortisone,Lipid,Sterol/Steroid,LC/MS Pos,4420,361.2,53-06-5;,2.23E+11,C00762,HMDB02802,1.097789,1.178917,1.195162,1.136419,1.242377,0.736916,0.905659,0.563805,1.170506,0.744332,1,1.021186,0.563805,0.785451,0.730192,1.219108,1.219834,1.037609,0.765243,0.809729,0.993526,1.040726,1.089207,1.56006,0.748984,0.622184,0.780656,0.887597
27718,creatine,Amino acid,Creatine metabolism,LC/MS Pos,758,132.1,57-00-1;,586,C00300,HMDB00064,1.151924,1.066209,0.71968,0.924579,1.943642,0.319194,2.208349,0.348573,1.771121,1.816115,0.987751,0.548422,1.431846,0.81309,1.938024,0.98651,0.47206,0.69016,1.970376,0.300693,2.061193,0.611252,1.565057,1.222512,1.243578,0.386464,1.762235,0.566238
513,creatinine,Amino acid,Creatine metabolism,LC/MS Pos,730,114.1,60-27-5;,588,C00791,HMDB00562,1.185227,1.015339,0.985721,1.155759,0.939013,1.134055,1.188448,1.184896,0.968533,1.136114,0.993,1.18913,0.760262,0.967792,1.213847,0.974664,0.803917,1.14808,0.876173,0.984239,1.073457,0.987746,0.960627,1.043769,0.954225,1.156774,0.744553,1.007
31453,cysteine,Amino acid,"Cysteine, methionine, SAM, taurine metabolism",GC/MS,1560.1,218,52-90-4;56-89-3;,58626419722,C00097,HMDB00574,0.719073,0.825763,0.727666,1.6884,0.731421,1.140245,0.615634,1.562881,1.280916,0.428471,0.390407,2.20662,1.030704,1.558509,0.652603,1.00696,0.630867,1.185417,0.96254,1.198767,0.471556,1.384719,1.095959,0.282028,0.305562,1.215753,0.678495,1.193439
